"SpeciesAbv","Yrr","Quarter","FlagAbv","SumOfNumber","SumOfWeight","Lon","Lat"
"BET",1982,1.00,"KOR",23.00,,-132.50,-12.50
"BET",1982,1.00,"KOR",99.00,,-132.50,-7.50
"BET",1982,1.00,"KOR",37.00,,-132.50,2.50
"BET",1982,1.00,"KOR",817.00,,-132.50,27.50
"BET",1982,1.00,"KOR",579.00,,-132.50,32.50
"BET",1982,1.00,"KOR",3.00,,-127.50,-32.50
"BET",1982,1.00,"KOR",23.00,,-127.50,-27.50
"BET",1982,1.00,"KOR",107.00,,-127.50,-22.50
"BET",1982,1.00,"KOR",57.00,,-127.50,-17.50
"BET",1982,1.00,"KOR",136.00,,-127.50,-12.50
"BET",1982,1.00,"KOR",82.00,,-127.50,-7.50
"BET",1982,1.00,"KOR",155.00,,-127.50,27.50
"BET",1982,1.00,"KOR",6.00,,-122.50,-12.50
"BET",1982,1.00,"KOR",5.00,,-122.50,-2.50
"BET",1982,1.00,"KOR",14.00,,-122.50,2.50
"BET",1982,1.00,"KOR",3.00,,-117.50,-2.50
"BET",1982,1.00,"KOR",10.00,,-117.50,2.50
"BET",1982,1.00,"KOR",7.00,,-112.50,-2.50
"BET",1982,1.00,"KOR",105.00,,-112.50,2.50
"BET",1982,1.00,"KOR",1.00,,-112.50,22.50
"BET",1982,1.00,"KOR",61.00,,-107.50,-7.50
"BET",1982,1.00,"KOR",213.00,,-107.50,2.50
"BET",1982,1.00,"KOR",26.00,,-107.50,7.50
"BET",1982,1.00,"KOR",150.00,,-102.50,2.50
"BET",1982,1.00,"KOR",5.00,,-102.50,7.50
"BET",1982,1.00,"KOR",2554.00,,-97.50,-2.50
"BET",1982,1.00,"KOR",2517.00,,-97.50,2.50
"BET",1982,1.00,"KOR",12.00,,-97.50,7.50
"BET",1982,1.00,"KOR",1707.00,,-92.50,-2.50
"BET",1982,1.00,"KOR",919.00,,-92.50,2.50
"BET",1982,1.00,"KOR",2055.00,,-87.50,-2.50
"BET",1982,1.00,"KOR",1414.00,,-87.50,2.50
"BET",1982,1.00,"KOR",2163.00,,-82.50,-2.50
"BET",1982,1.00,"TWN",145.00,7.38,-147.50,-37.50
"BET",1982,1.00,"TWN",3.00,0.10,-147.50,-32.50
"BET",1982,1.00,"TWN",13.00,0.47,-147.50,-12.50
"BET",1982,1.00,"TWN",244.00,13.34,-147.50,-7.50
"BET",1982,1.00,"TWN",162.00,9.17,-147.50,-2.50
"BET",1982,1.00,"TWN",40.00,2.01,-142.50,-37.50
"BET",1982,1.00,"TWN",16.00,0.61,-142.50,-12.50
"BET",1982,1.00,"TWN",5.00,0.28,-137.50,-17.50
"BET",1982,1.00,"TWN",171.00,7.80,-137.50,-12.50
"BET",1982,1.00,"TWN",97.00,4.32,-132.50,-17.50
"BET",1982,1.00,"TWN",251.00,11.15,-132.50,-12.50
"BET",1982,1.00,"TWN",1.00,0.05,-127.50,-22.50
"BET",1982,1.00,"TWN",71.00,3.36,-127.50,-17.50
"BET",1982,1.00,"TWN",4.00,0.21,-122.50,-22.50
"BET",1982,1.00,"TWN",31.00,1.50,-122.50,-17.50
"BET",1982,1.00,"TWN",3.00,0.17,-117.50,-17.50
"BET",1982,2.00,"JPN",1648.00,,-147.50,-7.50
"BET",1982,2.00,"JPN",6478.00,,-147.50,-2.50
"BET",1982,2.00,"JPN",14932.00,,-147.50,2.50
"BET",1982,2.00,"JPN",3280.00,,-147.50,7.50
"BET",1982,2.00,"JPN",350.00,,-147.50,12.50
"BET",1982,2.00,"JPN",1256.00,,-147.50,17.50
"BET",1982,2.00,"JPN",1450.00,,-147.50,22.50
"BET",1982,2.00,"JPN",39.00,,-147.50,27.50
"BET",1982,2.00,"JPN",13.00,,-142.50,-7.50
"BET",1982,2.00,"JPN",7642.00,,-142.50,-2.50
"BET",1982,2.00,"JPN",9554.00,,-142.50,2.50
"BET",1982,2.00,"JPN",2906.00,,-142.50,7.50
"BET",1982,2.00,"JPN",454.00,,-142.50,17.50
"BET",1982,2.00,"JPN",1339.00,,-142.50,22.50
"BET",1982,2.00,"JPN",155.00,,-137.50,-7.50
"BET",1982,2.00,"JPN",1289.00,,-137.50,-2.50
"BET",1982,2.00,"JPN",12206.00,,-137.50,2.50
"BET",1982,2.00,"JPN",4192.00,,-137.50,7.50
"BET",1982,2.00,"JPN",76.00,,-137.50,17.50
"BET",1982,2.00,"JPN",819.00,,-137.50,22.50
"BET",1982,2.00,"JPN",560.00,,-132.50,-7.50
"BET",1982,2.00,"JPN",538.00,,-132.50,-2.50
"BET",1982,2.00,"JPN",10541.00,,-132.50,2.50
"BET",1982,2.00,"JPN",2821.00,,-132.50,7.50
"BET",1982,2.00,"JPN",14.00,,-127.50,-12.50
"BET",1982,2.00,"JPN",1328.00,,-127.50,-7.50
"BET",1982,2.00,"JPN",738.00,,-127.50,-2.50
"BET",1982,2.00,"JPN",4844.00,,-127.50,2.50
"BET",1982,2.00,"JPN",3385.00,,-127.50,7.50
"BET",1982,2.00,"JPN",1179.00,,-127.50,27.50
"BET",1982,2.00,"JPN",5055.00,,-122.50,-7.50
"BET",1982,2.00,"JPN",118.00,,-122.50,-2.50
"BET",1982,2.00,"JPN",6762.00,,-122.50,2.50
"BET",1982,2.00,"JPN",2770.00,,-122.50,7.50
"BET",1982,2.00,"JPN",4.00,,-122.50,17.50
"BET",1982,2.00,"JPN",60.00,,-122.50,22.50
"BET",1982,2.00,"JPN",4717.00,,-122.50,27.50
"BET",1982,2.00,"JPN",88.00,,-117.50,-12.50
"BET",1982,2.00,"JPN",6534.00,,-117.50,-7.50
"BET",1982,2.00,"JPN",228.00,,-117.50,-2.50
"BET",1982,2.00,"JPN",12551.00,,-117.50,2.50
"BET",1982,2.00,"JPN",4279.00,,-117.50,7.50
"BET",1982,2.00,"JPN",7.00,,-117.50,17.50
"BET",1982,2.00,"JPN",7.00,,-117.50,22.50
"BET",1982,2.00,"JPN",3976.00,,-112.50,-7.50
"BET",1982,2.00,"JPN",48.00,,-112.50,-2.50
"BET",1982,2.00,"JPN",7905.00,,-112.50,2.50
"BET",1982,2.00,"JPN",7934.00,,-112.50,7.50
"BET",1982,2.00,"JPN",11.00,,-112.50,22.50
"BET",1982,2.00,"JPN",28.00,,-107.50,-12.50
"BET",1982,2.00,"JPN",2815.00,,-107.50,-7.50
"BET",1982,2.00,"JPN",944.00,,-107.50,-2.50
"BET",1982,2.00,"JPN",2039.00,,-107.50,2.50
"BET",1982,2.00,"JPN",2648.00,,-107.50,7.50
"BET",1982,2.00,"JPN",1.00,,-107.50,22.50
"BET",1982,2.00,"JPN",147.00,,-102.50,-12.50
"BET",1982,2.00,"JPN",6454.00,,-102.50,-7.50
"BET",1982,2.00,"JPN",6726.00,,-102.50,-2.50
"BET",1982,2.00,"JPN",1342.00,,-102.50,2.50
"BET",1982,2.00,"JPN",404.00,,-102.50,7.50
"BET",1982,2.00,"JPN",720.00,,-97.50,-12.50
"BET",1982,2.00,"JPN",8230.00,,-97.50,-7.50
"BET",1982,2.00,"JPN",4637.00,,-97.50,-2.50
"BET",1982,2.00,"JPN",5419.00,,-97.50,2.50
"BET",1982,2.00,"JPN",105.00,,-97.50,7.50
"BET",1982,2.00,"JPN",3.00,,-92.50,-17.50
"BET",1982,2.00,"JPN",4381.00,,-92.50,-12.50
"BET",1982,2.00,"JPN",122.00,,-92.50,-7.50
"BET",1982,2.00,"JPN",1506.00,,-92.50,-2.50
"BET",1982,2.00,"JPN",577.00,,-92.50,2.50
"BET",1982,2.00,"JPN",1.00,,-87.50,-32.50
"BET",1982,2.00,"JPN",66.00,,-87.50,-27.50
"BET",1982,2.00,"JPN",3.00,,-87.50,-22.50
"BET",1982,2.00,"JPN",10.00,,-87.50,-17.50
"BET",1982,2.00,"JPN",3413.00,,-87.50,-12.50
"BET",1982,2.00,"JPN",353.00,,-87.50,-7.50
"BET",1982,2.00,"JPN",564.00,,-87.50,-2.50
"BET",1982,2.00,"JPN",1635.00,,-87.50,2.50
"BET",1982,2.00,"JPN",923.00,,-82.50,-22.50
"BET",1982,2.00,"JPN",2574.00,,-82.50,-17.50
"BET",1982,2.00,"JPN",351.00,,-82.50,-12.50
"BET",1982,2.00,"JPN",232.00,,-82.50,-7.50
"BET",1982,2.00,"JPN",6155.00,,-82.50,-2.50
"BET",1982,2.00,"JPN",2055.00,,-82.50,2.50
"BET",1982,2.00,"JPN",2.00,,-82.50,7.50
"BET",1982,2.00,"JPN",255.00,,-77.50,-22.50
"BET",1982,2.00,"JPN",2688.00,,-77.50,-17.50
"BET",1982,2.00,"JPN",68.00,,-77.50,2.50
"BET",1982,2.00,"JPN",30.00,,-72.50,-22.50
"BET",1982,2.00,"KOR",5.00,,-147.50,-37.50
"BET",1982,2.00,"KOR",29.00,,-147.50,-27.50
"BET",1982,2.00,"KOR",76.00,,-147.50,-22.50
"BET",1982,2.00,"KOR",41.00,,-147.50,-17.50
"BET",1982,2.00,"KOR",223.00,,-147.50,-12.50
"BET",1982,2.00,"KOR",79.00,,-147.50,-2.50
"BET",1982,2.00,"KOR",558.00,,-147.50,2.50
"BET",1982,2.00,"KOR",461.00,,-147.50,7.50
"BET",1982,2.00,"KOR",15.00,,-142.50,-37.50
"BET",1982,2.00,"KOR",12.00,,-142.50,-32.50
"BET",1982,2.00,"KOR",124.00,,-142.50,-27.50
"BET",1982,2.00,"KOR",72.00,,-142.50,-22.50
"BET",1982,2.00,"KOR",3.00,,-142.50,-17.50
"BET",1982,2.00,"KOR",53.00,,-142.50,-12.50
"BET",1982,2.00,"KOR",78.00,,-142.50,-7.50
"BET",1982,2.00,"KOR",13.00,,-142.50,2.50
"BET",1982,2.00,"KOR",70.00,,-142.50,7.50
"BET",1982,2.00,"KOR",27.00,,-137.50,-37.50
"BET",1982,2.00,"KOR",40.00,,-137.50,-32.50
"BET",1982,2.00,"KOR",154.00,,-137.50,-27.50
"BET",1982,2.00,"KOR",18.00,,-137.50,-22.50
"BET",1982,2.00,"KOR",149.00,,-137.50,-12.50
"BET",1982,2.00,"KOR",8.00,,-137.50,-7.50
"BET",1982,2.00,"KOR",295.00,,-137.50,2.50
"BET",1982,2.00,"KOR",12.00,,-137.50,27.50
"BET",1982,2.00,"KOR",132.00,,-132.50,-37.50
"BET",1982,2.00,"KOR",35.00,,-132.50,-32.50
"BET",1982,2.00,"KOR",122.00,,-132.50,-27.50
"BET",1982,2.00,"KOR",7.00,,-132.50,-22.50
"BET",1982,2.00,"KOR",3.00,,-132.50,-17.50
"BET",1982,2.00,"KOR",97.00,,-132.50,2.50
"BET",1982,2.00,"KOR",162.00,,-132.50,27.50
"BET",1982,2.00,"KOR",24.00,,-127.50,-37.50
"BET",1982,2.00,"KOR",18.00,,-127.50,-27.50
"BET",1982,2.00,"KOR",10.00,,-127.50,-22.50
"BET",1982,2.00,"KOR",25.00,,-127.50,2.50
"BET",1982,2.00,"KOR",17.00,,-122.50,-22.50
"BET",1982,2.00,"KOR",43.00,,-122.50,-7.50
"BET",1982,2.00,"KOR",9.00,,-122.50,2.50
"BET",1982,2.00,"KOR",2.00,,-117.50,2.50
"BET",1982,2.00,"KOR",166.00,,-102.50,2.50
"BET",1982,2.00,"KOR",338.00,,-97.50,-2.50
"BET",1982,2.00,"KOR",1897.00,,-97.50,2.50
"BET",1982,2.00,"KOR",77.00,,-92.50,-2.50
"BET",1982,2.00,"KOR",473.00,,-92.50,2.50
"BET",1982,2.00,"KOR",1.00,,-92.50,12.50
"BET",1982,2.00,"KOR",90.00,,-87.50,-2.50
"BET",1982,2.00,"KOR",1622.00,,-87.50,2.50
"BET",1982,2.00,"KOR",25.00,,-87.50,7.50
"BET",1982,2.00,"KOR",216.00,,-82.50,-2.50
"BET",1982,2.00,"TWN",91.00,3.83,-147.50,-37.50
"BET",1982,2.00,"TWN",16.00,0.67,-147.50,-32.50
"BET",1982,2.00,"TWN",65.00,3.69,-142.50,-37.50
"BET",1982,2.00,"TWN",11.00,0.44,-142.50,-32.50
"BET",1982,2.00,"TWN",1.00,0.07,-142.50,-27.50
"BET",1982,3.00,"JPN",272.00,,-147.50,-12.50
"BET",1982,3.00,"JPN",10250.00,,-147.50,-7.50
"BET",1982,3.00,"JPN",4018.00,,-147.50,-2.50
"BET",1982,3.00,"JPN",5034.00,,-147.50,2.50
"BET",1982,3.00,"JPN",3950.00,,-147.50,7.50
"BET",1982,3.00,"JPN",362.00,,-147.50,12.50
"BET",1982,3.00,"JPN",19.00,,-147.50,17.50
"BET",1982,3.00,"JPN",148.00,,-142.50,-12.50
"BET",1982,3.00,"JPN",670.00,,-142.50,-7.50
"BET",1982,3.00,"JPN",1107.00,,-142.50,-2.50
"BET",1982,3.00,"JPN",4140.00,,-142.50,2.50
"BET",1982,3.00,"JPN",415.00,,-142.50,7.50
"BET",1982,3.00,"JPN",50.00,,-142.50,12.50
"BET",1982,3.00,"JPN",122.00,,-142.50,17.50
"BET",1982,3.00,"JPN",12.00,,-142.50,22.50
"BET",1982,3.00,"JPN",600.00,,-137.50,-7.50
"BET",1982,3.00,"JPN",1737.00,,-137.50,-2.50
"BET",1982,3.00,"JPN",586.00,,-137.50,2.50
"BET",1982,3.00,"JPN",258.00,,-137.50,7.50
"BET",1982,3.00,"JPN",122.00,,-137.50,12.50
"BET",1982,3.00,"JPN",18.00,,-137.50,22.50
"BET",1982,3.00,"JPN",257.00,,-132.50,-12.50
"BET",1982,3.00,"JPN",7765.00,,-132.50,-7.50
"BET",1982,3.00,"JPN",854.00,,-132.50,-2.50
"BET",1982,3.00,"JPN",418.00,,-132.50,2.50
"BET",1982,3.00,"JPN",1358.00,,-132.50,7.50
"BET",1982,3.00,"JPN",35.00,,-132.50,12.50
"BET",1982,3.00,"JPN",314.00,,-132.50,22.50
"BET",1982,3.00,"JPN",158.00,,-127.50,-12.50
"BET",1982,3.00,"JPN",3405.00,,-127.50,-7.50
"BET",1982,3.00,"JPN",140.00,,-127.50,-2.50
"BET",1982,3.00,"JPN",1488.00,,-127.50,2.50
"BET",1982,3.00,"JPN",7325.00,,-127.50,7.50
"BET",1982,3.00,"JPN",38.00,,-122.50,-22.50
"BET",1982,3.00,"JPN",581.00,,-122.50,-12.50
"BET",1982,3.00,"JPN",1230.00,,-122.50,-7.50
"BET",1982,3.00,"JPN",96.00,,-122.50,-2.50
"BET",1982,3.00,"JPN",6321.00,,-122.50,2.50
"BET",1982,3.00,"JPN",4142.00,,-122.50,7.50
"BET",1982,3.00,"JPN",1648.00,,-117.50,-12.50
"BET",1982,3.00,"JPN",5487.00,,-117.50,-7.50
"BET",1982,3.00,"JPN",391.00,,-117.50,-2.50
"BET",1982,3.00,"JPN",8458.00,,-117.50,2.50
"BET",1982,3.00,"JPN",4154.00,,-117.50,7.50
"BET",1982,3.00,"JPN",2055.00,,-112.50,-12.50
"BET",1982,3.00,"JPN",6629.00,,-112.50,-7.50
"BET",1982,3.00,"JPN",2825.00,,-112.50,-2.50
"BET",1982,3.00,"JPN",16404.00,,-112.50,2.50
"BET",1982,3.00,"JPN",4538.00,,-112.50,7.50
"BET",1982,3.00,"JPN",1.00,,-112.50,22.50
"BET",1982,3.00,"JPN",54.00,,-112.50,27.50
"BET",1982,3.00,"JPN",866.00,,-107.50,-17.50
"BET",1982,3.00,"JPN",1934.00,,-107.50,-12.50
"BET",1982,3.00,"JPN",7072.00,,-107.50,-7.50
"BET",1982,3.00,"JPN",1524.00,,-107.50,-2.50
"BET",1982,3.00,"JPN",9053.00,,-107.50,2.50
"BET",1982,3.00,"JPN",3600.00,,-107.50,7.50
"BET",1982,3.00,"JPN",1407.00,,-102.50,-17.50
"BET",1982,3.00,"JPN",5591.00,,-102.50,-12.50
"BET",1982,3.00,"JPN",6392.00,,-102.50,-7.50
"BET",1982,3.00,"JPN",168.00,,-102.50,-2.50
"BET",1982,3.00,"JPN",5561.00,,-102.50,2.50
"BET",1982,3.00,"JPN",938.00,,-102.50,7.50
"BET",1982,3.00,"JPN",4.00,,-97.50,-22.50
"BET",1982,3.00,"JPN",2580.00,,-97.50,-17.50
"BET",1982,3.00,"JPN",2789.00,,-97.50,-12.50
"BET",1982,3.00,"JPN",1707.00,,-97.50,-7.50
"BET",1982,3.00,"JPN",4528.00,,-97.50,-2.50
"BET",1982,3.00,"JPN",6786.00,,-97.50,2.50
"BET",1982,3.00,"JPN",859.00,,-97.50,7.50
"BET",1982,3.00,"JPN",1016.00,,-92.50,-22.50
"BET",1982,3.00,"JPN",361.00,,-92.50,-17.50
"BET",1982,3.00,"JPN",7803.00,,-92.50,-12.50
"BET",1982,3.00,"JPN",41.00,,-92.50,-7.50
"BET",1982,3.00,"JPN",253.00,,-92.50,-2.50
"BET",1982,3.00,"JPN",52.00,,-92.50,2.50
"BET",1982,3.00,"JPN",2087.00,,-87.50,-27.50
"BET",1982,3.00,"JPN",30073.00,,-87.50,-22.50
"BET",1982,3.00,"JPN",9257.00,,-87.50,-17.50
"BET",1982,3.00,"JPN",7952.00,,-87.50,-12.50
"BET",1982,3.00,"JPN",35.00,,-87.50,-7.50
"BET",1982,3.00,"JPN",6847.00,,-87.50,-2.50
"BET",1982,3.00,"JPN",348.00,,-87.50,2.50
"BET",1982,3.00,"JPN",104.00,,-82.50,-27.50
"BET",1982,3.00,"JPN",24202.00,,-82.50,-22.50
"BET",1982,3.00,"JPN",8646.00,,-82.50,-17.50
"BET",1982,3.00,"JPN",852.00,,-82.50,-12.50
"BET",1982,3.00,"JPN",636.00,,-82.50,-7.50
"BET",1982,3.00,"JPN",7685.00,,-82.50,-2.50
"BET",1982,3.00,"JPN",9332.00,,-82.50,2.50
"BET",1982,3.00,"JPN",168.00,,-77.50,-22.50
"BET",1982,3.00,"JPN",1463.00,,-77.50,-17.50
"BET",1982,3.00,"JPN",38.00,,-77.50,2.50
"BET",1982,3.00,"KOR",58.00,,-147.50,-17.50
"BET",1982,3.00,"KOR",1116.00,,-147.50,-12.50
"BET",1982,3.00,"KOR",271.00,,-147.50,-7.50
"BET",1982,3.00,"KOR",131.00,,-147.50,-2.50
"BET",1982,3.00,"KOR",33.00,,-147.50,7.50
"BET",1982,3.00,"KOR",9.00,,-142.50,-22.50
"BET",1982,3.00,"KOR",46.00,,-142.50,-17.50
"BET",1982,3.00,"KOR",3330.00,,-142.50,-12.50
"BET",1982,3.00,"KOR",602.00,,-142.50,-7.50
"BET",1982,3.00,"KOR",117.00,,-142.50,-2.50
"BET",1982,3.00,"KOR",4.00,,-137.50,-27.50
"BET",1982,3.00,"KOR",3.00,,-137.50,-22.50
"BET",1982,3.00,"KOR",137.00,,-137.50,-17.50
"BET",1982,3.00,"KOR",2371.00,,-137.50,-12.50
"BET",1982,3.00,"KOR",1280.00,,-137.50,-7.50
"BET",1982,3.00,"KOR",27.00,,-137.50,-2.50
"BET",1982,3.00,"KOR",14.00,,-137.50,2.50
"BET",1982,3.00,"KOR",147.00,,-132.50,-17.50
"BET",1982,3.00,"KOR",373.00,,-132.50,-12.50
"BET",1982,3.00,"KOR",359.00,,-132.50,-7.50
"BET",1982,3.00,"KOR",18.00,,-132.50,2.50
"BET",1982,3.00,"KOR",21.00,,-127.50,-22.50
"BET",1982,3.00,"KOR",44.00,,-127.50,2.50
"BET",1982,3.00,"KOR",18.00,,-122.50,2.50
"BET",1982,3.00,"KOR",56.00,,-112.50,2.50
"BET",1982,3.00,"KOR",20.00,,-107.50,2.50
"BET",1982,3.00,"KOR",10.00,,-102.50,-2.50
"BET",1982,3.00,"KOR",162.00,,-102.50,2.50
"BET",1982,3.00,"KOR",316.00,,-97.50,-2.50
"BET",1982,3.00,"KOR",2195.00,,-97.50,2.50
"BET",1982,3.00,"KOR",45.00,,-97.50,7.50
"BET",1982,3.00,"KOR",6.00,,-97.50,12.50
"BET",1982,3.00,"KOR",16.00,,-92.50,-7.50
"BET",1982,3.00,"KOR",981.00,,-92.50,-2.50
"BET",1982,3.00,"KOR",411.00,,-92.50,2.50
"BET",1982,3.00,"KOR",29.00,,-87.50,-12.50
"BET",1982,3.00,"KOR",155.00,,-87.50,-2.50
"BET",1982,3.00,"KOR",456.00,,-87.50,2.50
"BET",1982,3.00,"KOR",1388.00,,-82.50,-2.50
"BET",1982,3.00,"KOR",213.00,,-82.50,2.50
"BET",1982,3.00,"KOR",25.00,,-77.50,2.50
"BET",1982,3.00,"TWN",38.00,1.55,-147.50,-37.50
"BET",1982,3.00,"TWN",19.00,0.75,-147.50,-32.50
"BET",1982,3.00,"TWN",113.00,4.53,-147.50,-27.50
"BET",1982,3.00,"TWN",3.00,0.09,-147.50,-12.50
"BET",1982,3.00,"TWN",15.00,0.52,-147.50,-7.50
"BET",1982,3.00,"TWN",143.00,5.18,-142.50,-27.50
"BET",1982,3.00,"TWN",3.00,0.12,-142.50,-22.50
"BET",1982,3.00,"TWN",12.00,0.45,-142.50,-12.50
"BET",1982,3.00,"TWN",1.00,0.06,-137.50,-32.50
"BET",1982,3.00,"TWN",37.00,1.38,-137.50,-27.50
"BET",1982,3.00,"TWN",43.00,1.53,-137.50,-12.50
"BET",1982,3.00,"TWN",8.00,0.31,-132.50,-27.50
"BET",1982,3.00,"TWN",8.00,0.31,-132.50,-22.50
"BET",1982,3.00,"TWN",19.00,0.75,-132.50,-17.50
"BET",1982,3.00,"TWN",20.00,0.78,-132.50,-12.50
"BET",1982,3.00,"TWN",3.00,0.12,-107.50,-17.50
"BET",1982,3.00,"TWN",87.00,4.19,-107.50,-12.50
"BET",1982,3.00,"TWN",85.00,3.91,-102.50,-12.50
"BET",1982,3.00,"TWN",81.00,4.25,-97.50,-12.50
"BET",1982,3.00,"TWN",7.00,0.31,-92.50,-12.50
"BET",1982,4.00,"JPN",29.00,,-147.50,-12.50
"BET",1982,4.00,"JPN",2496.00,,-147.50,-7.50
"BET",1982,4.00,"JPN",1001.00,,-147.50,-2.50
"BET",1982,4.00,"JPN",1673.00,,-147.50,2.50
"BET",1982,4.00,"JPN",656.00,,-147.50,7.50
"BET",1982,4.00,"JPN",84.00,,-147.50,17.50
"BET",1982,4.00,"JPN",106.00,,-147.50,22.50
"BET",1982,4.00,"JPN",40.00,,-147.50,27.50
"BET",1982,4.00,"JPN",3965.00,,-147.50,32.50
"BET",1982,4.00,"JPN",616.00,,-142.50,-12.50
"BET",1982,4.00,"JPN",565.00,,-142.50,-7.50
"BET",1982,4.00,"JPN",1888.00,,-142.50,-2.50
"BET",1982,4.00,"JPN",911.00,,-142.50,2.50
"BET",1982,4.00,"JPN",129.00,,-142.50,7.50
"BET",1982,4.00,"JPN",99.00,,-142.50,22.50
"BET",1982,4.00,"JPN",2.00,,-142.50,27.50
"BET",1982,4.00,"JPN",25.00,,-142.50,32.50
"BET",1982,4.00,"JPN",243.00,,-137.50,-12.50
"BET",1982,4.00,"JPN",385.00,,-137.50,-7.50
"BET",1982,4.00,"JPN",1542.00,,-137.50,-2.50
"BET",1982,4.00,"JPN",127.00,,-137.50,2.50
"BET",1982,4.00,"JPN",34.00,,-137.50,7.50
"BET",1982,4.00,"JPN",158.00,,-137.50,22.50
"BET",1982,4.00,"JPN",664.00,,-137.50,27.50
"BET",1982,4.00,"JPN",1002.00,,-137.50,32.50
"BET",1982,4.00,"JPN",1253.00,,-132.50,-12.50
"BET",1982,4.00,"JPN",3105.00,,-132.50,-7.50
"BET",1982,4.00,"JPN",1796.00,,-132.50,-2.50
"BET",1982,4.00,"JPN",551.00,,-132.50,2.50
"BET",1982,4.00,"JPN",893.00,,-132.50,7.50
"BET",1982,4.00,"JPN",929.00,,-132.50,17.50
"BET",1982,4.00,"JPN",3370.00,,-132.50,22.50
"BET",1982,4.00,"JPN",3031.00,,-132.50,27.50
"BET",1982,4.00,"JPN",67.00,,-132.50,32.50
"BET",1982,4.00,"JPN",17100.00,,-127.50,-12.50
"BET",1982,4.00,"JPN",6056.00,,-127.50,-7.50
"BET",1982,4.00,"JPN",1075.00,,-127.50,-2.50
"BET",1982,4.00,"JPN",3110.00,,-127.50,2.50
"BET",1982,4.00,"JPN",885.00,,-127.50,7.50
"BET",1982,4.00,"JPN",21.00,,-127.50,17.50
"BET",1982,4.00,"JPN",635.00,,-127.50,22.50
"BET",1982,4.00,"JPN",5016.00,,-127.50,27.50
"BET",1982,4.00,"JPN",473.00,,-127.50,32.50
"BET",1982,4.00,"JPN",84.00,,-122.50,-22.50
"BET",1982,4.00,"JPN",59.00,,-122.50,-17.50
"BET",1982,4.00,"JPN",14561.00,,-122.50,-12.50
"BET",1982,4.00,"JPN",8884.00,,-122.50,-7.50
"BET",1982,4.00,"JPN",4172.00,,-122.50,-2.50
"BET",1982,4.00,"JPN",520.00,,-122.50,2.50
"BET",1982,4.00,"JPN",94.00,,-122.50,7.50
"BET",1982,4.00,"JPN",16.00,,-122.50,17.50
"BET",1982,4.00,"JPN",99.00,,-122.50,27.50
"BET",1982,4.00,"JPN",16.00,,-122.50,32.50
"BET",1982,4.00,"JPN",11045.00,,-117.50,-12.50
"BET",1982,4.00,"JPN",9263.00,,-117.50,-7.50
"BET",1982,4.00,"JPN",7279.00,,-117.50,-2.50
"BET",1982,4.00,"JPN",7966.00,,-117.50,2.50
"BET",1982,4.00,"JPN",377.00,,-117.50,7.50
"BET",1982,4.00,"JPN",106.00,,-117.50,27.50
"BET",1982,4.00,"JPN",710.00,,-112.50,-17.50
"BET",1982,4.00,"JPN",13498.00,,-112.50,-12.50
"BET",1982,4.00,"JPN",6395.00,,-112.50,-7.50
"BET",1982,4.00,"JPN",599.00,,-112.50,-2.50
"BET",1982,4.00,"JPN",6992.00,,-112.50,2.50
"BET",1982,4.00,"JPN",101.00,,-112.50,7.50
"BET",1982,4.00,"JPN",128.00,,-112.50,22.50
"BET",1982,4.00,"JPN",509.00,,-112.50,27.50
"BET",1982,4.00,"JPN",124.00,,-107.50,-17.50
"BET",1982,4.00,"JPN",25440.00,,-107.50,-12.50
"BET",1982,4.00,"JPN",7274.00,,-107.50,-7.50
"BET",1982,4.00,"JPN",237.00,,-107.50,-2.50
"BET",1982,4.00,"JPN",881.00,,-107.50,2.50
"BET",1982,4.00,"JPN",69.00,,-107.50,7.50
"BET",1982,4.00,"JPN",39.00,,-102.50,-17.50
"BET",1982,4.00,"JPN",15564.00,,-102.50,-12.50
"BET",1982,4.00,"JPN",1816.00,,-102.50,-7.50
"BET",1982,4.00,"JPN",54.00,,-102.50,2.50
"BET",1982,4.00,"JPN",156.00,,-97.50,-17.50
"BET",1982,4.00,"JPN",2053.00,,-97.50,-12.50
"BET",1982,4.00,"JPN",30.00,,-97.50,-7.50
"BET",1982,4.00,"JPN",299.00,,-97.50,-2.50
"BET",1982,4.00,"JPN",8.00,,-97.50,2.50
"BET",1982,4.00,"JPN",159.00,,-92.50,-17.50
"BET",1982,4.00,"JPN",144.00,,-92.50,-12.50
"BET",1982,4.00,"JPN",2.00,,-92.50,-7.50
"BET",1982,4.00,"JPN",4.00,,-92.50,-2.50
"BET",1982,4.00,"JPN",4391.00,,-87.50,-27.50
"BET",1982,4.00,"JPN",1307.00,,-87.50,-22.50
"BET",1982,4.00,"JPN",718.00,,-87.50,-17.50
"BET",1982,4.00,"JPN",243.00,,-87.50,-12.50
"BET",1982,4.00,"JPN",54.00,,-87.50,-2.50
"BET",1982,4.00,"JPN",23.00,,-82.50,-27.50
"BET",1982,4.00,"JPN",4427.00,,-82.50,-22.50
"BET",1982,4.00,"JPN",1039.00,,-82.50,-17.50
"BET",1982,4.00,"JPN",1.00,,-82.50,-12.50
"BET",1982,4.00,"JPN",6544.00,,-82.50,-7.50
"BET",1982,4.00,"JPN",6108.00,,-82.50,-2.50
"BET",1982,4.00,"JPN",423.00,,-82.50,2.50
"BET",1982,4.00,"KOR",339.00,,-147.50,-12.50
